순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
848,67290,JW신약,"5,630",-40,-0.7,"188,478","1,067,500,580","5,650","5,710","5,620","234,586,144,580",0.01,"41,667,166",,,
849,282880,코윈테크,"25,350","2,200",9.5,"485,876","11,893,777,400","23,200","25,350","22,900","234,525,322,200",0.01,"9,251,492",,,
850,11760,현대상사,"17,650",100,0.6,"61,240","1,081,427,650","17,700","17,900","17,550","233,491,249,900",0.01,"13,228,966",,,
851,82850,우리바이오,"5,180",-170,-3.2,"1,094,227","5,700,286,740","5,350","5,370","5,150","232,674,608,040",0.01,"44,917,878",,,
852,16610,DB금융투자,"5,480",30,0.6,"240,524","1,293,260,450","5,460","5,480","5,290","232,606,211,720",0.01,"42,446,389",,,
853,256840,한국비엔씨,"4,505",125,2.8,"1,552,945","7,038,178,995","4,420","4,650","4,395","232,150,020,180",0.01,"51,531,636",,,
854,48870,시너지이노베이션,"3,170",-25,-0.8,"268,741","853,811,675","3,215","3,250","3,135","232,107,108,360",0.01,"73,219,908",,,
855,7860,서연,"9,880",-50,-0.5,"426,429","4,257,970,660","9,960","10,200","9,860","231,980,858,720",0.01,"23,479,844",,,
856,35510,신세계 I&C,"134,500","1,500",1.1,"7,583","1,008,829,000","134,500","135,000","131,500","231,340,000,000",0.01,"1,720,000",,,
857,540,흥국화재,"3,600",300,9.1,"11,381,854","44,646,463,155","3,230","4,290","3,200","231,273,522,000",0.01,"64,242,645",,,
858,3560,IHQ,"1,580",-15,-0.9,"2,334,351","3,720,022,155","1,610","1,635","1,565","231,052,481,840",0.01,"146,235,748",,,
859,02826K,삼성물산우B,"141,500","4,500",3.3,"40,198","5,782,051,500","139,500","149,000","137,500","230,280,637,500",0.01,"1,627,425",,,
860,6490,인스코비,"2,280",-15,-0.6,"910,154","2,107,022,815","2,295","2,370","2,280","230,072,738,880",0.01,"100,909,096",,,
861,270870,뉴트리,"25,200",50,0.2,"50,354","1,265,512,650","25,150","25,300","24,950","229,653,244,800",0.01,"9,113,224",,,
862,229500,노브메타파마,"25,600",500,2,"2,452","61,423,550","25,100","25,800","24,500","229,449,395,200",0.01,"8,962,867",,,
863,54950,제이브이엠,"36,200","1,000",2.8,"20,694","739,755,700","35,800","36,200","35,250","229,178,869,600",0.01,"6,330,908",,,
864,236200,슈프리마,"31,850","1,650",5.5,"342,313","10,769,565,700","30,550","31,950","30,200","229,105,745,050",0.01,"7,193,273",,,
865,86820,바이오솔루션,"28,300","1,350",5,"139,171","3,842,033,300","26,750","28,350","26,450","228,987,355,800",0.01,"8,091,426",,,
866,160550,NEW,"8,150",-220,-2.6,"965,203","8,055,105,980","8,150","8,610","8,110","227,434,763,900",0.01,"27,906,106",,,
867,214180,민앤지,"18,350",300,1.7,"1,475,969","28,643,235,200","19,900","20,600","18,350","226,851,434,600",0.01,"12,362,476",,,
868,54450,텔레칩스,"16,750",-250,-1.5,"2,578,117","42,834,967,400","16,700","17,050","16,150","226,224,009,250",0.01,"13,505,911",,,
869,200880,서연이화,"8,320",-480,-5.4,"1,928,182","16,620,334,480","8,660","8,890","8,320","224,876,595,840",0.01,"27,028,437",,,
870,200670,휴메딕스,"22,450",150,0.7,"28,749","644,588,350","22,200","22,650","22,200","223,853,305,300",0.01,"9,971,194",,,
871,34810,해성산업,"12,350",100,0.8,"157,797","1,950,391,200","12,250","12,500","12,250","223,769,341,250",0.01,"18,118,975",,,
872,331920,셀레믹스,"27,600",-750,-2.6,"162,781","4,506,374,500","28,300","28,550","27,450","223,715,884,800",0.01,"8,105,648",,,
873,111710,남화산업,"10,850",50,0.5,"27,062","292,063,150","10,750","10,900","10,700","223,379,800,000",0.01,"20,588,000",,,
874,267320,나인테크,"5,660",790,16.2,"98,088,249","563,727,208,400","5,110","6,210","5,060","222,984,495,640",0.01,"39,396,554",,,
875,1270,부국증권,"21,450",150,0.7,"9,524","203,142,900","21,300","21,500","21,200","222,434,054,700",0.01,"10,369,886",,,
876,239610,에이치엘사이언스,"43,250",500,1.2,"22,950","982,773,550","42,850","43,300","42,550","222,397,901,000",0.01,"5,142,148",,,
877,4960,한신공영,"19,200",-50,-0.3,"34,150","656,272,800","19,250","19,650","19,050","222,157,478,400",0.01,"11,570,702",,,
878,291650,압타머사이언스,"26,150",-600,-2.2,"270,894","7,070,335,100","26,500","26,500","25,900","221,389,194,900",0.01,"8,466,126",,,
879,80580,오킨스전자,"25,000","2,650",11.9,"311,552","7,642,111,250","22,350","26,300","22,350","220,991,225,000",0.01,"8,839,649",,,
880,101140,인바이오젠,"4,280",-35,-0.8,"965,366","4,148,697,330","4,320","4,370","4,270","220,682,779,160",0.01,"51,561,397",,,
881,126880,제이엔케이히터,"9,510",290,3.2,"2,379,193","22,142,436,050","9,230","9,520","9,050","220,678,627,530",0.01,"23,204,903",,,
882,3920,남양유업,"306,000","3,500",1.2,"3,420","1,045,181,000","304,500","308,000","302,500","220,320,000,000",0.01,"720,000",,,
883,89470,HDC현대EP,"6,900",-70,-1,"168,956","1,165,185,360","6,910","6,990","6,840","220,110,000,000",0.01,"31,900,000",,,
884,299900,위지윅스튜디오,"7,030",-250,-3.4,"956,980","6,781,108,740","7,100","7,260","6,930","220,007,512,630",0.01,"31,295,521",,,
885,68790,DMS,"8,940",20,0.2,"355,285","3,163,658,740","8,980","9,000","8,830","219,683,165,340",0.01,"24,573,061",,,
886,12790,신일제약,"20,150",-50,-0.2,"139,468","2,822,804,100","20,300","20,500","20,100","219,675,300,000",0.01,"10,902,000",,,
887,3120,일성신약,"82,500",-400,-0.5,"3,073","254,050,000","82,900","83,400","82,000","219,450,000,000",0.01,"2,660,000",,,
888,96775,SK이노베이션우,"175,500","-11,500",-6.2,"77,169","13,933,554,000","181,500","187,000","173,500","219,098,763,000",0.01,"1,248,426",,,
889,126700,하이비젼시스템,"14,650",400,2.8,"458,308","6,657,616,500","14,250","14,800","14,050","218,901,940,800",0.01,"14,942,112",,,
890,136540,윈스,"17,850",50,0.3,"131,320","2,345,453,500","17,900","18,150","17,650","217,735,424,550",0.01,"12,198,063",,,
891,680,LS네트웍스,"2,760",50,1.8,"191,286","523,069,670","2,715","2,760","2,680","217,496,324,160",0.01,"78,803,016",,,
892,302430,이노메트리,"22,500","1,400",6.6,"212,529","4,646,534,600","21,350","22,500","21,250","217,129,860,000",0.01,"9,650,216",,,
893,1460,BYC,"347,500","21,500",6.6,"3,754","1,286,074,500","326,500","380,000","326,500","217,053,712,500",0.01,"624,615",,,
894,2900,동양물산,"1,720",60,3.6,"8,462,185","14,581,489,000","1,665","1,765","1,655","216,727,929,200",0.01,"126,004,610",,,
895,54920,한컴위드,"7,680",-200,-2.5,"302,483","2,348,552,550","7,880","7,950","7,680","216,707,182,080",0.01,"28,217,081",,,
896,187420,제노포커스,"9,660",-10,-0.1,"264,767","2,556,934,340","9,670","9,830","9,570","216,376,368,600",0.01,"22,399,210",,,
897,160980,싸이맥스,"19,700",-50,-0.2,"63,566","1,244,537,800","19,750","19,800","19,450","215,207,587,100",0.01,"10,924,243",,,
898,70960,용평리조트,"4,470",60,1.4,"845,223","3,799,355,085","4,410","4,560","4,405","215,155,998,510",0.01,"48,133,333",,,
899,102260,동성코퍼레이션,"4,890",40,0.8,"151,314","733,992,700","4,840","4,890","4,790","215,125,828,680",0.01,"43,993,012",,,
900,9520,포스코엠텍,"5,140",30,0.6,"1,836,263","9,394,206,240","5,110","5,190","5,030","214,043,493,420",0.01,"41,642,703",,,
901,227950,엔투텍,"3,650",115,3.2,"2,999,728","10,834,332,580","3,565","3,680","3,475","213,950,144,700",0.01,"58,616,478",,,
902,54210,이랜텍,"8,900",-100,-1.1,"479,572","4,225,320,980","8,940","8,980","8,700","213,936,144,100",0.01,"24,037,769",,,
903,95570,AJ네트웍스,"4,560",20,0.4,"88,418","397,481,105","4,540","4,560","4,475","213,509,665,200",0.01,"46,822,295",,,
904,19550,SBI인베스트먼트,"1,315",10,0.8,"3,531,218","4,617,507,550","1,315","1,325","1,295","213,117,546,125",0.01,"162,066,575",,,
905,51160,지어소프트,"14,600",450,3.2,"500,416","7,189,501,200","14,150","14,700","13,900","212,788,503,000",0.01,"14,574,555",,,
906,337930,브랜드엑스코퍼레이션,"11,150",200,1.8,"101,329","1,125,514,400","10,950","11,200","10,950","212,552,093,200",0.01,"19,062,968",,,
907,37460,삼지전자,"13,000",-300,-2.3,"351,517","4,590,758,200","13,300","13,300","12,900","212,140,786,000",0.01,"16,318,522",,,
908,39860,나노엔텍,"7,910",-100,-1.2,"188,733","1,499,235,400","7,980","8,010","7,910","211,958,946,570",0.01,"26,796,327",,,
909,42370,비츠로테크,"9,450",-320,-3.3,"936,167","9,152,440,970","9,650","10,100","9,440","211,244,099,850",0.01,"22,353,873",,,
910,93230,이아이디,292,0,0,"13,602,651","3,988,604,142",296,298,291,"211,216,022,264",0.01,"723,342,542",,,
911,78520,에이블씨엔씨,"7,800",-50,-0.6,"200,304","1,577,932,550","7,930","7,950","7,760","210,860,980,200",0.01,"27,033,459",,,
912,30790,비케이탑스,"16,100",-650,-3.9,"184,211","2,979,686,550","16,650","16,650","15,750","210,451,810,100",0.01,"13,071,541",,,
913,1070,대한방직,"39,700",-250,-0.6,"2,974","118,155,750","40,100","40,100","39,500","210,410,000,000",0.01,"5,300,000",,,
914,50110,캠시스,"3,060",10,0.3,"6,699,750","20,699,573,735","3,120","3,145","3,020","210,408,702,840",0.01,"68,761,014",,,
915,5680,삼영전자,"10,500",-100,-0.9,"58,340","614,543,500","10,650","10,750","10,400","210,000,000,000",0.01,"20,000,000",,,
916,15360,예스코홀딩스,"35,000",-800,-2.2,"4,506","158,269,600","35,750","35,850","34,500","210,000,000,000",0.01,"6,000,000",,,
917,14620,성광벤드,"7,320",30,0.4,"203,781","1,489,994,050","7,300","7,370","7,250","209,352,000,000",0.01,"28,600,000",,,
918,241690,유니테크노,"17,550",50,0.3,"400,005","6,997,091,100","17,450","18,000","17,150","209,327,976,000",0.01,"11,927,520",,,
919,122350,삼기,"5,490",-310,-5.3,"8,756,373","48,195,604,210","5,620","5,740","5,340","209,099,425,230",0.01,"38,087,327",,,
920,40350,큐로컴,"1,740",-50,-2.8,"992,158","1,733,120,730","1,790","1,795","1,725","207,872,386,860",0.01,"119,466,889",,,
921,104460,디와이피엔에프,"19,300",-100,-0.5,"37,349","721,687,850","19,400","19,500","19,150","206,772,962,500",0.01,"10,713,625",,,
922,49180,셀루메드,"5,980",0,0,0,0,0,0,0,"206,438,456,380",0.01,"34,521,481",,,
923,45340,토탈소프트,"24,100","3,600",17.6,"2,573,368","58,803,287,000","19,700","24,900","19,650","206,248,764,000",0.01,"8,558,040",,,
924,123420,선데이토즈,"21,500",50,0.2,"55,506","1,194,169,650","21,650","21,750","21,350","205,751,603,000",0.01,"9,569,842",,,
925,65450,빅텍,"7,180",-190,-2.6,"5,687,760","41,868,478,960","7,430","7,550","7,160","205,727,104,000",0.01,"28,652,800",,,
926,153710,옵티팜,"14,200",200,1.4,"65,988","923,792,100","14,000","14,300","13,750","205,537,303,600",0.01,"14,474,458",,,
927,20120,키다리스튜디오,"11,100",750,7.2,"872,039","9,497,855,850","10,500","11,500","10,050","205,413,170,100",0.01,"18,505,691",,,
928,278650,노터스,"26,950",-300,-1.1,"247,942","6,806,340,100","27,250","27,900","26,950","205,341,967,600",0.01,"7,619,368",,,
929,91090,세원셀론텍,"2,960",-10,-0.3,"454,574","1,349,149,705","2,990","2,995","2,955","204,843,718,640",0.01,"69,203,959",,,
930,3570,S&T중공업,"6,150",0,0,"85,190","519,133,880","6,140","6,170","6,050","204,504,086,550",0.01,"33,252,697",,,
931,3200,일신방직,"85,200","-1,100",-1.3,"6,507","559,171,800","86,700","86,900","85,100","204,480,000,000",0.01,"2,400,000",,,
932,90360,로보스타,"20,950",250,1.2,"188,975","3,976,133,050","20,600","21,400","20,600","204,262,500,000",0.01,"9,750,000",,,
933,43370,평화정공,"9,720",-260,-2.6,"231,755","2,273,643,260","10,050","10,050","9,690","204,120,000,000",0.01,"21,000,000",,,
934,86890,이수앱지스,"7,210",120,1.7,"144,463","1,022,393,040","7,070","7,210","7,010","203,788,025,560",0.01,"28,264,636",,,
935,23600,삼보판지,"12,600",-150,-1.2,"384,411","4,932,283,900","13,000","13,250","12,550","203,742,000,000",0.01,"16,170,000",,,
936,89230,THE E&M,"1,270",65,5.4,"2,712,722","3,374,188,515","1,235","1,270","1,210","203,722,843,760",0.01,"160,411,688",,,
937,123690,한국화장품,"12,650",50,0.4,"183,249","2,321,840,250","12,650","12,800","12,500","203,260,200,000",0.01,"16,068,000",,,
938,23160,태광,"7,660",-50,-0.6,"199,066","1,522,318,890","7,710","7,730","7,570","202,990,000,000",0.01,"26,500,000",,,
939,91580,상신이디피,"15,500",-150,-1,"621,474","9,549,192,650","15,350","15,850","14,950","202,966,160,500",0.01,"13,094,591",,,
940,2030,아세아,"92,500","1,200",1.3,"5,832","533,336,800","90,700","92,700","90,700","202,669,720,000",0.01,"2,191,024",,,
941,217730,강스템바이오텍,"8,160",-240,-2.9,"383,527","3,133,433,390","8,260","8,310","8,110","202,667,194,560",0.01,"24,836,666",,,
942,14790,한라,"5,210",120,2.4,"376,569","1,944,737,550","5,090","5,230","5,040","202,538,447,820",0.01,"38,874,942",,,
943,91120,이엠텍,"12,600",-150,-1.2,"83,602","1,056,289,100","12,600","12,900","12,550","202,367,793,600",0.01,"16,060,936",,,
944,33920,무학,"7,100",90,1.3,"96,109","685,275,530","7,000","7,250","6,980","202,350,000,000",0.01,"28,500,000",,,
945,106240,파인테크닉스,"4,660",-100,-2.1,"1,381,901","6,465,728,800","4,780","4,810","4,575","202,277,253,760",0.01,"43,407,136",,,
946,215,대림산업우,"53,200",0,0,0,0,0,0,0,"202,160,000,000",0.01,"3,800,000",,,
947,84730,팅크웨어,"19,350","3,150",19.4,"2,810,206","49,851,074,900","16,250","19,450","16,000","201,736,946,700",0.01,"10,425,682",,,
948,11500,한농화성,"12,900","2,950",29.6,"1,932,217","23,812,853,550","10,400","12,900","10,250","201,717,841,800",0.01,"15,637,042",,,
949,214260,라파스,"23,950",-550,-2.2,"93,974","2,259,180,250","24,500","24,750","23,850","201,609,088,200",0.01,"8,417,916",,,
950,4140,동방,"5,080",0,0,"92,284,840","497,856,579,425","5,340","6,240","4,830","201,404,006,640",0.01,"39,646,458",,,
951,220260,켐트로스,"7,650",160,2.1,"789,476","5,958,571,770","7,450","7,650","7,420","201,371,386,050",0.01,"26,323,057",,,
952,18120,진로발효,"30,400",0,0,"7,145","216,972,650","30,350","30,500","30,350","201,282,048,000",0.01,"6,621,120",,,
953,290550,디케이티,"24,450","1,100",4.7,"290,585","7,045,360,100","23,450","24,700","23,400","201,256,091,850",0.01,"8,231,333",,,
954,265740,엔에프씨,"22,500","4,550",25.4,"10,680,285","229,200,130,400","18,500","23,300","18,400","200,965,500,000",0.01,"8,931,800",,,
955,200780,비씨월드제약,"22,550",800,3.7,"1,130,997","26,191,510,500","21,750","24,000","21,650","200,523,259,200",0.01,"8,892,384",,,
956,71670,에이테크솔루션,"20,050",-450,-2.2,"689,917","13,671,081,250","19,700","20,850","19,150","200,500,000,000",0.01,"10,000,000",,,
957,347000,센코,"25,800",500,2,"299,273","7,662,573,650","24,800","26,200","24,500","200,482,615,200",0.01,"7,770,644",,,
958,201490,미투온,"6,410",220,3.6,"1,324,093","8,424,645,680","6,180","6,450","6,170","200,362,305,700",0.01,"31,257,770",,,
959,251970,펌텍코리아,"16,100",400,2.6,"122,200","1,945,120,750","15,700","16,200","15,500","199,640,000,000",0.01,"12,400,000",,,
960,92200,디아이씨,"5,120",320,6.7,"36,534,501","195,104,671,105","5,240","6,100","4,550","199,109,473,280",0.01,"38,888,569",,,
961,27050,코리아나,"4,970",0,0,"1,448,466","7,276,251,710","5,010","5,100","4,940","198,800,000,000",0.01,"40,000,000",,,
962,138580,비즈니스온,"17,450",-100,-0.6,"30,492","531,750,700","17,550","17,700","17,250","198,518,878,000",0.01,"11,376,440",,,
963,2170,삼양통상,"66,100",-900,-1.3,"5,700","376,870,800","66,900","66,900","65,900","198,300,000,000",0.01,"3,000,000",,,
964,21320,KCC건설,"9,250",100,1.1,"63,969","587,237,770","9,200","9,280","9,090","197,950,000,000",0.01,"21,400,000",,,
965,49960,쎌바이오텍,"21,050",200,1,"32,445","683,029,150","21,150","21,400","20,750","197,870,000,000",0.01,"9,400,000",,,
966,67280,멀티캠퍼스,"33,350",150,0.4,"8,262","274,067,200","33,400","33,400","33,000","197,658,079,650",0.01,"5,926,779",,,
967,203650,드림시큐리티,"3,900",10,0.3,"437,216","1,699,663,745","3,870","3,935","3,860","197,362,440,600",0.01,"50,605,754",,,
968,53080,원방테크,"45,900",-600,-1.3,"46,046","2,120,567,000","46,250","46,500","45,800","197,101,163,700",0.01,"4,294,143",,,
969,28100,동아지질,"17,050",0,0,"99,609","1,703,271,050","17,050","17,250","16,900","196,075,000,000",0.01,"11,500,000",,,
970,58610,에스피지,"9,390",150,1.6,"260,290","2,426,986,180","9,260","9,470","9,170","196,034,795,250",0.01,"20,876,975",,,
971,86040,바이오톡스텍,"13,400",-950,-6.6,"782,424","10,573,669,250","14,150","14,150","13,250","195,976,648,200",0.01,"14,625,123",,,
972,970,한국주철관,"8,590",70,0.8,"163,972","1,410,393,200","8,520","8,670","8,510","195,856,295,000",0.01,"22,800,500",,,
973,33626K,두산퓨얼셀1우,"14,650",0,0,"76,704","1,118,257,550","14,650","14,700","14,500","195,785,530,000",0.01,"13,364,200",,,
974,19210,와이지-원,"6,380",-60,-0.9,"164,607","1,049,390,150","6,450","6,490","6,320","195,060,965,220",0.01,"30,573,819",,,
975,54050,농우바이오,"12,150","1,500",14.1,"6,429,000","80,690,781,300","10,750","13,650","10,700","194,771,316,150",0.01,"16,030,561",,,
976,67990,도이치모터스,"6,700",30,0.4,"222,436","1,490,360,400","6,620","6,770","6,600","194,731,600,600",0.01,"29,064,418",,,
977,285490,노바텍,"38,750",-950,-2.4,"63,687","2,480,620,850","39,750","39,800","38,650","194,576,847,500",0.01,"5,021,338",,,
978,330350,위더스제약,"22,100",300,1.4,"137,476","3,042,142,450","21,900","22,300","21,700","194,312,371,500",0.01,"8,792,415",,,
979,3100,선광,"29,400",200,0.7,"30,575","893,838,200","29,350","29,600","28,800","194,040,000,000",0.01,"6,600,000",,,
980,17550,수산중공업,"3,590",330,10.1,"24,743,884","89,785,006,055","3,300","3,815","3,260","193,806,735,170",0.01,"53,985,163",,,
981,225530,보광산업,"5,320",-20,-0.4,"101,195","532,890,560","5,350","5,350","5,210","193,322,027,640",0.01,"36,338,727",,,
982,214610,미코바이오메드,"10,650",0,0,"124,942","1,335,214,200","10,700","10,800","10,600","193,316,073,600",0.01,"18,151,744",,,
983,11320,유니크,"10,000",80,0.8,"2,912,725","29,037,998,170","9,820","10,200","9,730","193,206,950,000",0.01,"19,320,695",,,
984,90350,노루페인트,"9,650",-200,-2,"267,330","2,589,633,760","9,870","9,900","9,600","193,000,000,000",0.01,"20,000,000",,,
985,14160,대영포장,"1,780",-245,-12.1,"24,615,615","45,227,280,115","1,970","1,975","1,745","192,942,297,220",0.01,"108,394,549",,,
986,3030,세아제강지주,"46,500",-550,-1.2,"7,279","339,257,350","47,200","47,200","46,350","192,587,050,500",0.01,"4,141,657",,,
987,37070,파세코,"13,750",50,0.4,"86,624","1,187,385,600","13,700","13,800","13,500","192,500,000,000",0.01,"14,000,000",,,
988,51490,나라엠앤디,"13,550",850,6.7,"4,822,684","65,160,225,950","13,050","13,900","12,950","192,410,000,000",0.01,"14,200,000",,,
989,290690,소룩스,"23,500","1,450",6.6,"795,466","18,749,262,200","22,200","24,450","22,150","191,716,760,000",0.01,"8,158,160",,,
990,23960,에쓰씨엔지니어링,"7,650",360,4.9,"530,609","3,958,865,750","7,200","7,850","7,180","191,376,890,550",0.01,"25,016,587",,,
991,203690,프로스테믹스,"4,180",-30,-0.7,"564,722","2,350,673,815","4,210","4,250","4,125","191,264,042,640",0.01,"45,756,948",,,
