순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
651,19680,대교,"3,800",25,0.7,"353,333","1,344,685,190","3,760","3,870","3,740","321,870,830,000",0.01,"84,702,850",,,
652,2960,한국쉘석유,"247,500",500,0.2,"2,721","673,234,000","249,000","249,500","246,500","321,750,000,000",0.01,"1,300,000",,,
653,335810,프리시젼바이오,"28,600",800,2.9,"1,083,526","30,176,649,350","27,800","28,750","26,750","321,573,995,600",0.01,"11,243,846",,,
654,100120,뷰웍스,"32,150",250,0.8,"91,924","2,948,512,850","31,900","32,350","31,600","321,559,959,750",0.01,"10,001,865",,,
655,2620,제일파마홀딩스,"20,100",300,1.5,"23,808","472,488,550","19,650","20,150","19,600","321,064,435,500",0.01,"15,973,355",,,
656,38880,아이에이,"1,165",-65,-5.3,"19,312,968","22,603,014,035","1,215","1,230","1,130","320,904,847,825",0.01,"275,454,805",,,
657,183190,아세아시멘트,"82,200",600,0.7,"9,463","771,509,300","81,600","82,300","80,800","320,235,499,800",0.01,"3,895,809",,,
658,91810,티웨이항공,"2,900",210,7.8,"5,778,626","16,697,937,475","2,710","2,980","2,710","319,957,809,100",0.01,"110,330,279",,,
659,123040,엠에스오토텍,"9,220",-300,-3.2,"1,739,219","16,110,744,280","9,450","9,450","9,180","319,727,425,900",0.01,"34,677,595",,,
660,256940,케이피에스,"20,800",-300,-1.4,"58,381","1,224,284,350","21,250","21,300","20,700","319,063,430,400",0.01,"15,339,588",,,
661,213500,한솔제지,"13,400",50,0.4,"136,390","1,817,601,600","13,400","13,450","13,250","318,927,718,400",0.01,"23,800,576",,,
662,234340,세틀뱅크,"34,400",-550,-1.6,"177,236","6,155,371,350","35,500","35,850","34,050","318,784,800,000",0.01,"9,267,000",,,
663,40910,아이씨디,"17,750",150,0.8,"310,506","5,530,102,650","17,700","18,100","17,600","318,582,786,500",0.01,"17,948,326",,,
664,5960,동부건설,"14,000",200,1.4,"85,561","1,184,318,450","13,850","14,000","13,650","317,828,336,000",0.01,"22,702,024",,,
665,33310,엠투엔,"14,300",50,0.4,"153,668","2,216,236,350","14,250","14,700","14,000","317,314,411,700",0.01,"22,189,819",,,
666,23800,인지컨트롤스,"20,900",-800,-3.7,"546,292","11,494,376,450","21,250","21,800","20,250","316,846,675,200",0.01,"15,160,128",,,
667,123860,아나패스,"29,150","1,500",5.4,"209,473","5,987,318,800","28,400","29,300","27,800","316,689,360,350",0.01,"10,864,129",,,
668,47920,에이치엘비제약,"15,100",50,0.3,"414,904","6,176,205,900","15,000","15,400","14,500","316,499,186,100",0.01,"20,960,211",,,
669,25320,시노펙스,"4,300",-360,-7.7,"8,548,178","37,411,806,325","4,575","4,580","4,270","314,944,719,400",0.01,"73,242,958",,,
670,208340,파멥신,"22,050",-400,-1.8,"347,352","7,629,838,850","22,550","22,550","21,700","313,871,827,500",0.01,"14,234,550",,,
671,136480,하림,"2,955",20,0.7,"1,154,531","3,387,218,735","2,950","2,960","2,905","313,849,669,410",0.01,"106,209,702",,,
672,1390,KG케미칼,"24,100",350,1.5,"132,565","3,185,019,800","23,750","24,250","23,650","313,618,891,200",0.01,"13,013,232",,,
673,66590,우수AMS,"8,860",-120,-1.3,"1,120,921","9,930,432,120","8,950","9,030","8,800","313,461,484,000",0.01,"35,379,400",,,
674,10170,대한광통신,"4,235",230,5.7,"15,935,189","66,840,969,750","4,025","4,270","4,010","312,295,781,875",0.01,"73,741,625",,,
675,118990,모트렉스,"8,000",450,6,"25,839,394","207,040,678,810","7,570","8,400","7,410","312,008,312,000",0.01,"39,001,039",,,
676,95720,웅진씽크빅,"2,700",10,0.4,"320,403","864,539,830","2,690","2,730","2,685","311,866,159,500",0.01,"115,505,985",,,
677,87010,펩트론,"15,100",-250,-1.6,"289,033","4,349,494,050","15,300","15,300","14,900","311,465,480,300",0.01,"20,626,853",,,
678,58650,세아홀딩스,"77,700","2,100",2.8,"1,512","116,063,100","76,100","79,900","76,100","310,800,000,000",0.01,"4,000,000",,,
679,143160,아이디스,"28,900",300,1,"64,821","1,863,127,350","28,400","29,000","28,300","309,703,671,000",0.01,"10,716,390",,,
680,65350,신성델타테크,"11,250",700,6.6,"4,054,801","45,491,243,200","10,650","11,700","10,550","309,194,415,000",0.01,"27,483,948",,,
681,267850,아시아나IDT,"27,850","1,450",5.5,"545,468","14,819,277,850","26,150","27,850","26,100","309,135,000,000",0.01,"11,100,000",,,
682,66700,테라젠이텍스,"9,530",-120,-1.2,"269,768","2,582,982,420","9,660","9,690","9,500","308,909,565,550",0.01,"32,414,435",,,
683,60570,드림어스컴퍼니,"5,430",120,2.3,"1,133,500","6,185,810,060","5,310","5,790","5,220","308,748,969,210",0.01,"56,859,847",,,
684,12610,경인양행,"7,480",-140,-1.8,"1,092,988","8,237,458,290","7,650","7,690","7,440","308,747,210,200",0.01,"41,276,365",,,
685,85370,루트로닉,"12,000",-300,-2.4,"236,998","2,906,673,300","12,200","12,600","12,000","308,498,292,000",0.01,"25,708,191",,,
686,00088K,한화3우B,"13,700",50,0.4,"123,676","1,687,378,750","13,700","13,750","13,550","307,866,400,000",0.01,"22,472,000",,,
687,82210,옵트론텍,"13,000",-500,-3.7,"1,938,075","24,856,922,550","13,450","13,450","12,450","307,787,363,000",0.01,"23,675,951",,,
688,2240,고려제강,"15,250",250,1.7,"54,312","829,786,600","15,000","15,450","15,000","305,000,000,000",0.01,"20,000,000",,,
689,143240,사람인에이치알,"26,100",950,3.8,"44,813","1,158,955,050","25,600","26,150","25,400","304,306,764,300",0.01,"11,659,263",,,
690,37560,LG헬로비전,"3,925",40,1,"609,735","2,378,059,075","3,895","3,950","3,855","303,978,945,125",0.01,"77,446,865",,,
691,7690,국도화학,"52,100",-300,-0.6,"14,135","736,985,700","51,900","52,600","51,900","302,733,093,600",0.01,"5,810,616",,,
692,3300,한일홀딩스,"10,500",-50,-0.5,"20,634","217,786,800","10,750","10,750","10,450","302,565,690,000",0.01,"28,815,780",,,
693,298540,더네이쳐홀딩스,"41,600",300,0.7,"92,587","3,830,141,100","41,600","42,200","40,750","302,528,844,800",0.01,"7,272,328",,,
694,39440,에스티아이,"19,050",0,0,"1,075,472","20,556,135,100","19,050","19,900","18,450","301,561,500,000",0.01,"15,830,000",,,
695,36030,KTH,"8,440","-1,320",-13.5,"7,316,368","64,661,134,730","9,360","9,920","8,340","301,434,785,680",0.01,"35,715,022",,,
696,142280,녹십자엠에스,"14,250",-250,-1.7,"169,290","2,404,831,050","14,500","14,500","14,050","300,921,282,750",0.01,"21,117,283",,,
697,122900,아이마켓코리아,"8,490",-50,-0.6,"521,699","4,413,002,540","8,350","8,730","8,220","300,489,456,600",0.01,"35,393,340",,,
698,36800,나이스정보통신,"30,000",-250,-0.8,"83,885","2,528,823,700","30,900","31,000","29,900","300,000,000,000",0.01,"10,000,000",,,
699,67080,대화제약,"16,150",-350,-2.1,"250,195","4,092,741,050","16,650","16,750","16,100","299,895,470,850",0.01,"18,569,379",,,
700,161000,애경유화,"9,360",170,1.8,"215,758","2,013,490,840","9,190","9,390","9,190","299,894,400,000",0.01,"32,040,000",,,
701,83310,엘오티베큠,"18,100",-100,-0.6,"280,670","5,090,607,650","18,200","18,350","18,050","299,357,583,300",0.01,"16,539,093",,,
702,199820,제일전기공업,"26,850",450,1.7,"305,131","8,233,209,450","26,700","27,550","26,300","298,303,500,000",0.01,"11,110,000",,,
703,50960,수산아이앤티,"44,050",0,0,0,0,0,0,0,"297,381,550,000",0.01,"6,751,000",,,
704,102940,코오롱생명과학,"26,000",-250,-1,"59,586","1,544,900,500","26,200","26,250","25,700","296,721,256,000",0.01,"11,412,356",,,
705,58400,KNN,"2,240",-50,-2.2,"3,197,638","7,222,275,760","2,310","2,330","2,225","296,642,572,800",0.01,"132,429,720",,,
706,80420,모다이노칩,"3,715",5,0.1,"97,686","361,949,765","3,740","3,750","3,635","296,165,825,730",0.01,"79,721,622",,,
707,272550,삼양패키징,"20,800",50,0.2,"10,770","224,410,200","20,850","20,950","20,700","295,563,923,200",0.01,"14,209,804",,,
708,44490,태웅,"14,750",-150,-1,"95,029","1,400,619,200","14,900","15,050","14,650","295,108,869,750",0.01,"20,007,381",,,
709,82800,비보존 헬스케어,"2,095",40,2,"1,812,160","3,774,582,330","2,030","2,115","2,030","294,664,039,835",0.01,"140,651,093",,,
710,43610,지니뮤직,"5,050","1,165",30,"11,220,141","54,125,747,975","3,895","5,050","3,855","293,482,961,900",0.01,"58,115,438",,,
711,45100,한양이엔지,"16,300",-100,-0.6,"124,124","2,023,451,900","16,300","16,500","16,150","293,400,000,000",0.01,"18,000,000",,,
712,61040,알에프텍,"10,150",50,0.5,"465,730","4,747,318,400","10,000","10,400","10,000","293,334,167,700",0.01,"28,899,918",,,
713,16450,한세예스24홀딩스,"7,290",0,0,"60,532","442,169,830","7,370","7,380","7,220","291,600,000,000",0.01,"40,000,000",,,
714,13580,계룡건설,"32,550",450,1.4,"98,833","3,206,191,400","32,200","32,900","32,000","290,701,022,850",0.01,"8,930,907",,,
715,45660,에이텍,"35,150",200,0.6,"680,326","24,509,606,450","36,300","37,550","35,150","290,339,000,000",0.01,"8,260,000",,,
716,17940,E1,"42,300",100,0.2,"13,465","567,513,200","42,050","42,350","41,900","290,178,000,000",0.01,"6,860,000",,,
717,129890,앱코,"29,900",450,1.5,"871,875","26,005,475,850","29,650","30,850","29,100","289,693,086,800",0.01,"9,688,732",,,
718,18290,브이티지엠피,"8,480",-80,-0.9,"257,196","2,191,622,210","8,600","8,630","8,460","289,672,738,080",0.01,"34,159,521",,,
719,15860,일진홀딩스,"5,870",10,0.2,"360,138","2,096,386,920","5,920","5,920","5,760","289,669,725,210",0.01,"49,347,483",,,
720,100700,세운메디칼,"6,600",-210,-3.1,"1,060,122","7,061,655,120","6,760","6,770","6,570","289,080,000,000",0.01,"43,800,000",,,
721,101160,월덱스,"17,500",100,0.6,"191,478","3,336,876,000","17,600","17,950","17,250","288,942,377,500",0.01,"16,510,993",,,
722,53610,프로텍,"26,200",-350,-1.3,"39,438","1,037,665,600","26,600","26,650","26,100","288,200,000,000",0.01,"11,000,000",,,
723,2020,코오롱,"22,800",0,0,"59,800","1,363,716,200","22,700","23,100","22,600","287,882,512,800",0.01,"12,626,426",,,
724,1520,동양,"1,205",10,0.8,"488,935","585,089,085","1,200","1,210","1,185","287,614,295,915",0.01,"238,684,063",,,
725,2100,경농,"13,250","1,000",8.2,"2,014,838","26,794,565,250","12,200","13,850","12,200","287,415,687,500",0.01,"21,691,750",,,
726,33530,세종공업,"10,350",-250,-2.4,"819,555","8,413,760,750","10,450","10,600","10,050","287,368,743,600",0.01,"27,765,096",,,
727,251370,와이엠티,"19,200",0,0,"181,519","3,465,761,100","19,000","19,500","18,850","287,135,577,600",0.01,"14,954,978",,,
728,100790,미래에셋벤처투자,"6,240",880,16.4,"8,056,944","49,853,275,300","5,360","6,780","5,360","287,045,135,520",0.01,"46,000,823",,,
729,2150,도화엔지니어링,"8,500",-10,-0.1,"165,127","1,410,473,210","8,550","8,670","8,480","286,620,000,000",0.01,"33,720,000",,,
730,308170,센트랄모텍,"33,250","-1,100",-3.2,"1,741,795","57,577,288,450","33,600","34,000","32,100","286,282,500,000",0.01,"8,610,000",,,
731,89600,나스미디어,"32,650",-150,-0.5,"49,123","1,602,111,900","33,000","33,000","32,200","285,840,661,150",0.01,"8,754,691",,,
732,220100,퓨쳐켐,"22,000",-50,-0.2,"276,423","5,952,246,850","22,050","22,350","20,800","285,643,050,000",0.01,"12,983,775",,,
733,348350,위드텍,"56,000",600,1.1,"149,931","8,400,574,800","55,500","58,200","53,800","285,140,800,000",0.01,"5,091,800",,,
734,306200,세아제강,"99,900",800,0.8,"10,052","994,915,200","98,700","99,900","97,200","283,346,370,000",0.01,"2,836,300",,,
735,238090,앤디포스,"5,130",-140,-2.7,"932,240","4,832,890,390","5,210","5,260","5,130","282,979,654,380",0.01,"55,161,726",,,
736,77360,덕산하이메탈,"12,450",600,5.1,"414,186","5,167,545,350","11,900","12,800","11,900","282,845,337,450",0.01,"22,718,501",,,
737,289080,SV인베스트먼트,"5,310",-100,-1.8,"1,505,142","8,053,269,050","5,280","5,450","5,270","282,672,540,000",0.01,"53,234,000",,,
738,214330,금호에이치티,"2,430",40,1.7,"2,095,844","5,109,192,850","2,375","2,485","2,375","282,397,949,640",0.01,"116,213,148",,,
739,84010,대한제강,"11,450",-50,-0.4,"104,018","1,190,220,050","11,500","11,550","11,350","282,205,104,300",0.01,"24,646,734",,,
740,4360,세방,"14,600",-300,-2,"660,336","9,340,642,450","14,650","14,750","13,650","281,906,874,000",0.01,"19,308,690",,,
741,36890,진성티이씨,"12,500",250,2,"549,827","6,896,157,500","12,450","12,750","12,400","281,028,350,000",0.01,"22,482,268",,,
742,207760,미스터블루,"11,350",300,2.7,"624,692","7,045,200,800","11,150","11,450","11,000","280,874,307,250",0.01,"24,746,635",,,
743,115960,연우,"22,600",200,0.9,"172,236","3,875,448,450","22,650","22,800","22,050","280,194,800,000",0.01,"12,398,000",,,
744,950200,소마젠(Reg.S),"14,800",-250,-1.7,"241,820","3,574,359,200","15,300","15,300","14,600","280,112,540,400",0.01,"18,926,523",,,
745,228760,지노믹트리,"14,000",-150,-1.1,"92,057","1,286,824,000","14,200","14,200","13,900","279,807,010,000",0.01,"19,986,215",,,
746,60280,큐렉소,"8,340",-60,-0.7,"95,915","804,872,590","8,470","8,520","8,280","278,581,528,740",0.01,"33,403,061",,,
747,38290,마크로젠,"26,200",-150,-0.6,"38,214","1,006,192,500","26,350","26,700","26,150","278,549,334,800",0.01,"10,631,654",,,
748,23900,풍국주정,"22,050",0,0,"161,910","3,573,529,300","22,200","22,400","21,900","277,830,000,000",0.01,"12,600,000",,,
749,92730,네오팜,"33,800",-200,-0.6,"183,005","6,186,821,100","34,400","34,550","33,150","277,408,801,800",0.01,"8,207,361",,,
750,353810,이지바이오,"8,100",-110,-1.3,"3,385,295","27,952,438,200","8,320","8,700","8,000","276,952,932,000",0.01,"34,191,720",,,
751,110790,크리스에프앤씨,"23,600",100,0.4,"11,982","283,105,800","23,450","24,050","23,200","276,485,328,000",0.01,"11,715,480",,,
752,7340,디티알오토모티브,"27,600",-250,-0.9,"30,686","848,741,100","27,950","28,100","27,100","275,834,538,000",0.01,"9,994,005",,,
753,144960,뉴파워프라즈마,"6,310",30,0.5,"259,274","1,621,106,070","6,280","6,330","6,220","275,700,457,440",0.01,"43,692,624",,,
754,79980,휴비스,"7,990",50,0.6,"131,731","1,045,619,130","7,940","7,990","7,880","275,655,000,000",0.01,"34,500,000",,,
755,00279K,아모레G3우(전환),"38,800",400,1,"17,019","655,794,500","38,400","38,850","38,200","275,177,360,000",0.01,"7,092,200",,,
756,52020,에스티큐브,"9,050",60,0.7,"284,738","2,554,168,150","8,950","9,210","8,800","274,984,331,450",0.01,"30,385,009",,,
757,17890,한국알콜,"12,700",-100,-0.8,"179,366","2,279,585,200","12,700","12,850","12,600","274,393,152,000",0.01,"21,605,760",,,
758,36630,세종텔레콤,457,-11,-2.4,"3,511,068","1,619,425,326",463,471,456,"274,349,039,582",0.01,"600,326,126",,,
759,253840,수젠텍,"17,900",200,1.1,"161,249","2,859,690,850","17,500","18,100","17,450","273,779,891,400",0.01,"15,294,966",,,
760,45970,코아시아,"10,400",300,3,"1,138,857","11,998,468,150","10,600","10,850","10,250","273,674,710,400",0.01,"26,314,876",,,
761,36200,유니셈,"8,910",440,5.2,"1,832,572","16,164,486,010","8,670","8,980","8,620","273,218,226,930",0.01,"30,664,223",,,
762,126340,비나텍,"55,700","1,700",3.2,"65,748","3,630,756,000","54,400","55,900","54,400","273,002,410,000",0.01,"4,901,300",,,
763,102120,어보브반도체,"15,600",100,0.6,"373,550","5,800,058,750","15,500","15,800","15,250","272,370,586,800",0.01,"17,459,653",,,
764,356860,티엘비,"55,400","-1,700",-3,"207,710","11,465,134,200","56,400","56,700","54,100","272,363,851,000",0.01,"4,916,315",,,
765,92130,이크레더블,"22,500",50,0.2,"12,429","279,542,950","22,350","23,000","22,350","270,981,000,000",0.01,"12,043,600",,,
766,1570,금양,"6,150",140,2.3,"271,489","1,654,011,380","5,990","6,170","5,990","270,896,030,250",0.01,"44,048,135",,,
767,79370,제우스,"26,050",150,0.6,"65,611","1,698,358,850","26,000","26,100","25,700","270,503,200,000",0.01,"10,384,000",,,
768,4310,현대약품,"8,450",-370,-4.2,"2,197,291","18,910,314,540","8,750","8,820","8,440","270,400,000,000",0.01,"32,000,000",,,
769,148150,세경하이테크,"23,200",0,0,"67,308","1,558,143,400","23,400","23,450","23,000","270,094,400,000",0.01,"11,642,000",,,
770,99320,쎄트렉아이,"36,800","-1,800",-4.7,"659,244","24,836,744,550","38,600","39,250","36,700","267,480,321,600",0.01,"7,268,487",,,
771,1940,KISCO홀딩스,"14,450",-200,-1.4,"25,960","375,630,750","14,650","14,650","14,400","266,983,691,000",0.01,"18,476,380",,,
772,82740,HSD엔진,"8,070",-50,-0.6,"475,666","3,857,489,990","8,120","8,250","7,990","265,883,435,940",0.01,"32,947,142",,,
773,288330,브릿지바이오테라퓨틱스,"13,850",-300,-2.1,"158,766","2,221,505,900","14,250","14,250","13,850","265,659,259,900",0.01,"19,181,174",,,
774,104480,티케이케미칼,"2,920",135,4.8,"3,087,291","8,914,101,425","2,800","2,955","2,800","265,414,667,280",0.01,"90,895,434",,,
775,17180,명문제약,"7,790",120,1.6,"7,216,392","57,468,264,680","7,670","8,280","7,600","264,497,406,660",0.01,"33,953,454",,,
776,290670,대보마그네틱,"37,150",-300,-0.8,"59,245","2,219,725,500","37,550","38,100","36,750","264,487,901,850",0.01,"7,119,459",,,
777,101060,SBS미디어홀딩스,"1,890",-5,-0.3,"123,574","235,026,135","1,950","1,950","1,885","264,403,799,100",0.01,"139,896,190",,,
778,47820,초록뱀,"2,065",10,0.5,"7,350,083","15,259,477,655","2,080","2,115","2,045","264,213,590,550",0.01,"127,948,470",,,
779,205470,휴마시스,"7,700",-440,-5.4,"1,759,153","13,614,707,570","8,080","8,080","7,590","263,523,375,500",0.01,"34,223,815",,,
780,25000,KPX케미칼,"54,400",700,1.3,"10,126","549,773,500","54,100","55,100","53,700","263,296,000,000",0.01,"4,840,000",,,
781,74430,아미노로직스,"2,990",35,1.2,"2,259,421","6,626,803,490","2,885","2,990","2,870","262,602,263,560",0.01,"87,826,844",,,
782,29530,신도리코,"25,950",200,0.8,"28,840","740,609,600","25,700","26,000","25,500","261,576,752,550",0.01,"10,080,029",,,
783,125210,아모그린텍,"15,850",750,5,"544,482","8,606,226,250","15,200","16,150","15,100","261,474,121,500",0.01,"16,496,790",,,
784,35810,이지홀딩스,"4,690",55,1.2,"3,084,649","14,424,665,485","4,650","4,730","4,625","260,954,521,870",0.01,"55,640,623",,,
785,16590,신대양제지,"64,600",-500,-0.8,"18,716","1,209,558,300","65,100","66,000","63,900","260,323,917,200",0.01,"4,029,782",,,
786,1130,대한제분,"154,000","-4,000",-2.5,"21,387","3,315,624,000","158,500","159,000","153,000","260,260,000,000",0.01,"1,690,000",,,
787,95190,이엠코리아,"6,500",150,2.4,"2,956,399","18,905,889,220","6,310","6,550","6,250","259,494,111,500",0.01,"39,922,171",,,
788,35080,인터파크,"3,190",170,5.6,"101,510,035","340,742,733,685","2,855","3,800","2,770","258,993,429,970",0.01,"81,189,163",,,
789,352770,클리노믹스,"19,450",300,1.6,"375,409","7,195,209,550","19,000","19,700","18,900","258,979,492,450",0.01,"13,315,141",,,
790,430,대원강업,"4,175",80,2,"882,437","3,639,357,240","4,095","4,175","4,070","258,850,000,000",0.01,"62,000,000",,,
791,51500,CJ프레시웨이,"21,750","1,300",6.4,"281,033","5,986,376,700","20,650","21,750","20,450","258,206,995,500",0.01,"11,871,586",,,
792,31440,신세계푸드,"66,400","1,000",1.5,"32,743","2,161,885,700","65,600","66,700","65,400","257,132,672,000",0.01,"3,872,480",,,
793,288620,에스퓨얼셀,"39,250",-800,-2,"140,554","5,505,790,000","39,600","39,850","38,800","256,864,403,000",0.01,"6,544,316",,,
794,2810,삼영무역,"13,900",-50,-0.4,"42,906","593,856,050","13,950","14,000","13,800","256,690,577,200",0.01,"18,466,948",,,
795,19175,신풍제약우,"116,500","1,000",0.9,"25,554","3,016,551,000","115,000","120,500","115,000","256,300,000,000",0.01,"2,200,000",,,
796,53280,예스24,"14,850",50,0.3,"137,830","2,030,936,850","15,150","15,150","14,500","255,420,000,000",0.01,"17,200,000",,,
797,86980,쇼박스,"4,080",-430,-9.5,"28,355,296","118,335,872,870","4,350","4,440","3,975","255,408,000,000",0.01,"62,600,000",,,
798,5389,현대차3우B,"105,000","-3,000",-2.8,"25,286","2,671,695,500","105,000","107,500","104,000","255,017,175,000",0.01,"2,428,735",,,
799,33540,파라텍,"15,000",-250,-1.6,"261,303","3,920,628,500","15,200","15,250","14,750","254,755,350,000",0.01,"16,983,690",,,
800,234690,녹십자웰빙,"14,350",300,2.1,"183,067","2,622,591,600","14,150","14,550","14,050","254,745,160,600",0.01,"17,752,276",,,
801,3545,대신증권우,"9,790",20,0.2,"56,885","556,717,980","9,800","9,850","9,730","254,540,000,000",0.01,"26,000,000",,,
802,41830,인바디,"18,600",250,1.4,"158,181","2,931,200,950","18,350","18,750","18,250","254,518,345,200",0.01,"13,683,782",,,
803,144620,코오롱머티리얼,"3,705",-60,-1.6,"431,206","1,614,335,745","3,780","3,890","3,680","254,380,242,675",0.01,"68,658,635",,,
804,92070,디엔에프,"23,500",250,1.1,"336,340","7,854,149,150","24,000","24,050","22,800","252,902,958,000",0.01,"10,761,828",,,
805,37710,광주신세계,"158,000","-1,000",-0.6,"1,413","223,563,000","160,500","160,500","157,000","252,800,000,000",0.01,"1,600,000",,,
806,9580,무림P&P,"4,050",-70,-1.7,"597,420","2,412,354,190","4,120","4,130","3,975","252,591,712,200",0.01,"62,368,324",,,
807,248170,샘표식품,"55,100","-1,100",-2,"16,963","943,366,200","56,400","56,500","55,100","251,712,558,600",0.01,"4,568,286",,,
808,44450,KSS해운,"10,850",50,0.5,"77,950","840,177,250","10,800","10,950","10,700","251,566,798,000",0.01,"23,185,880",,,
809,54780,키이스트,"14,700",200,1.4,"1,016,173","14,502,357,350","14,300","14,750","13,750","250,949,080,200",0.01,"17,071,366",,,
810,65530,전파기지국,"4,745",145,3.2,"1,892,932","8,987,064,930","4,600","4,785","4,600","250,820,700,000",0.01,"52,860,000",,,
811,63080,게임빌,"38,000",700,1.9,"74,639","2,840,506,850","37,950","38,750","37,500","250,617,296,000",0.01,"6,595,192",,,
812,5720,넥센,"4,675",75,1.6,"368,651","1,701,745,975","4,640","4,695","4,555","250,318,092,475",0.01,"53,543,977",,,
813,61250,화일약품,"11,950",250,2.1,"158,151","1,874,140,800","11,600","12,050","11,550","249,380,379,450",0.01,"20,868,651",,,
814,97955,CJ제일제당 우,"187,500","7,000",3.9,"27,703","5,173,057,000","182,500","190,500","182,500","248,893,687,500",0.01,"1,327,433",,,
815,179900,유티아이,"15,350",-350,-2.2,"119,916","1,866,797,900","15,600","15,850","15,350","248,775,838,250",0.01,"16,206,895",,,
816,217600,켐온,"3,895",-120,-3,"1,216,712","4,762,826,520","3,945","4,005","3,880","248,739,919,300",0.01,"63,861,340",,,
817,36580,팜스코,"6,770",380,6,"654,689","4,441,598,680","6,390","7,020","6,350","248,648,174,110",0.01,"36,727,943",,,
818,92230,KPX홀딩스,"58,800",900,1.6,"6,944","404,002,800","57,900","59,200","57,300","248,409,184,800",0.01,"4,224,646",,,
819,36530,S&T홀딩스,"15,150",250,1.7,"36,898","553,102,050","15,000","15,150","14,850","247,003,872,900",0.01,"16,303,886",,,
820,67900,와이엔텍,"13,550",200,1.5,"278,956","3,785,279,300","13,250","13,750","13,250","246,605,379,450",0.01,"18,199,659",,,
821,215360,우리산업,"26,950",-150,-0.6,"799,203","21,793,791,150","26,700","28,100","26,200","246,111,792,850",0.01,"9,132,163",,,
822,94280,효성ITX,"21,200",100,0.5,"30,717","654,738,250","21,200","21,550","21,050","245,033,840,000",0.01,"11,558,200",,,
823,90850,이지웰,"10,300",-100,-1,"236,960","2,454,119,550","10,450","10,500","10,250","244,587,518,300",0.01,"23,746,361",,,
824,33160,엠케이전자,"11,200",100,0.9,"524,339","5,881,749,700","11,050","11,500","10,900","244,246,116,800",0.01,"21,807,689",,,
825,4380,삼익THK,"11,600",50,0.4,"66,114","766,466,200","11,650","11,900","11,500","243,600,000,000",0.01,"21,000,000",,,
826,8060,대덕,"7,180",-20,-0.3,"1,089,183","7,913,048,950","7,200","7,390","7,130","243,331,277,000",0.01,"33,890,150",,,
827,121440,골프존뉴딘홀딩스,"5,670",230,4.2,"190,627","1,070,643,750","5,460","5,730","5,410","242,884,758,060",0.01,"42,836,818",,,
828,120240,대정화금,"34,000","-1,850",-5.2,"193,448","6,685,098,850","35,800","35,850","34,000","242,603,294,000",0.01,"7,135,391",,,
829,191420,테고사이언스,"30,000","1,000",3.4,"125,355","3,761,732,050","29,200","30,900","28,750","242,569,020,000",0.01,"8,085,634",,,
830,30210,KTB투자증권,"4,020",95,2.4,"633,583","2,532,090,365","3,875","4,130","3,855","242,462,649,840",0.01,"60,314,092",,,
831,53300,한국정보인증,"7,770",-110,-1.4,"437,303","3,399,617,510","7,880","7,880","7,700","242,152,050,000",0.01,"31,165,000",,,
832,58110,멕아이씨에스,"34,600","-1,050",-3,"74,744","2,603,293,900","35,000","35,550","34,350","241,828,569,000",0.01,"6,989,265",,,
833,264450,유비쿼스,"23,600",-100,-0.4,"97,113","2,286,596,850","23,700","24,000","23,300","241,798,661,600",0.01,"10,245,706",,,
834,101530,해태제과식품,"8,300",110,1.3,"60,707","502,573,430","8,190","8,350","8,190","241,669,622,600",0.01,"29,116,822",,,
835,300120,라온피플,"23,000",-250,-1.1,"54,935","1,266,906,000","23,250","23,400","22,800","241,441,488,000",0.01,"10,497,456",,,
836,5390,신성통상,"1,680",-25,-1.5,"672,574","1,128,892,535","1,710","1,715","1,665","241,430,095,200",0.01,"143,708,390",,,
837,28513K,SK케미칼우,"165,500","-2,000",-1.2,"17,661","2,921,374,500","165,000","167,500","164,000","241,409,885,000",0.01,"1,458,670",,,
838,8700,아남전자,"3,130",15,0.5,"3,268,013","10,272,762,360","3,065","3,220","3,060","241,400,686,600",0.01,"77,124,820",,,
839,229640,LS전선아시아,"7,860",-10,-0.1,"378,892","2,997,075,290","7,930","7,990","7,790","240,711,548,940",0.01,"30,624,879",,,
840,119610,인터로조,"20,550",300,1.5,"42,605","871,264,000","20,300","20,600","20,250","239,961,075,900",0.01,"11,676,938",,,
841,68290,삼성출판사,"23,900",150,0.6,"204,228","4,886,991,600","23,750","24,250","23,600","239,000,000,000",0.01,"10,000,000",,,
842,5810,풍산홀딩스,"30,500",300,1,"13,091","395,160,450","30,500","30,600","29,950","238,972,593,500",0.01,"7,835,167",,,
843,6620,동구바이오제약,"24,800",-100,-0.4,"53,990","1,333,532,950","24,900","24,900","24,500","238,179,200,000",0.01,"9,604,000",,,
844,151860,KG ETS,"6,590",170,2.6,"1,059,203","6,952,768,960","6,480","6,680","6,390","237,240,000,000",0.01,"36,000,000",,,
845,31330,에스에이엠티,"2,365",45,1.9,"645,770","1,510,078,495","2,325","2,365","2,315","236,488,333,455",0.01,"99,995,067",,,
846,3555,LG우,"71,000","1,100",1.6,"53,148","3,776,012,100","69,900","72,100","69,600","235,342,067,000",0.01,"3,314,677",,,
847,67170,오텍,"15,250",-250,-1.6,"336,536","5,131,182,350","15,500","15,500","15,050","234,721,976,250",0.01,"15,391,605",,,
